,num_if,num_else,num_switch,num_loop,num_break,num_priority,num_binSearch,num_minMax,num_sort,num_hash_map,num_hash_set,num_recursive,num_nested_loop,num_vari,num_method,num_state,complexity,complexity_class,efficiency,filename
355,5,0,0,1,0,0,0,1,0,0,0,1,0,6,2,12,v^k,exponential,inefficient,ShortestpathwithexactlykedgesinadirectedandweightedgraphGeeksforGeeks-1.java
356,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,n^1/2,sublinear,efficient,BabylonianmethodforsquarerootGeeksforGeeks-2.java
357,0,0,0,3,0,0,0,0,0,0,0,0,2,4,2,7,n^2,quadratic,inefficient,ProgramfornthCatalanNumberGeeksforGeeks-2.java
358,1,0,0,2,0,0,0,3,0,0,0,0,2,5,2,6,n^2,quadratic,inefficient,MinimumNumberofPlatformsRequiredforaRailwayBusStationGeeksforGeeks-1.java
359,3,0,0,2,0,0,0,0,0,0,0,2,0,7,4,11,n,linear,efficient,NutsBoltsProblemLockKeyproblemSet1GeeksforGeeks-1.java
360,1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,5,n,linear,efficient,CountwaystoreachthenthstairGeeksforGeeks-5.java
361,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,log n,logarithmic,efficient,Findwhetheragivennumberisapowerof4ornotGeeksforGeeks-4.java
362,0,0,0,1,0,0,0,2,0,0,0,0,0,6,2,3,n,linear,efficient,LargestSumContiguousSubarrayGeeksforGeeks-3.java
363,2,0,0,2,0,0,0,1,0,0,0,0,2,10,3,8,mn,polynomial,inefficient,LongestCommonSubsequenceDP4GeeksforGeeks-3.java
364,2,0,0,1,1,0,0,1,0,0,0,1,0,3,2,7,n,linear,efficient,MinimumnumberofsquareswhosesumequalstogivennumbernGeeksforGeeks-1.java
365,2,0,0,2,0,0,0,1,0,0,0,0,2,6,2,7,nw,quadratic,inefficient,01KnapsackProblemDP10GeeksforGeeks-3.java
366,4,0,0,7,0,0,0,3,0,0,0,0,0,15,2,17,n1 + n2 + n3,linear,efficient,FindcommonelementsinthreesortedarraysGeeksforGeeks-3.java
367,2,0,0,2,0,0,0,0,0,0,0,0,2,5,2,8,n^2,quadratic,inefficient,FindtheNumberOccurringOddNumberofTimesGeeksforGeeks-1.java
368,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,3,n,linear,efficient,UglyNumbersGeeksforGeeks-3.java
369,5,0,0,10,0,0,0,0,0,1,0,0,2,14,3,26,n*log(n,linearithmic,efficient,BinomialCoefficientDP9GeeksforGeeks-6.java
370,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,n,linear,efficient,Countnumberofbinarystringswithoutconsecutive1sGeeksforGeeks-1.java
371,4,1,0,6,0,0,0,0,1,0,0,1,0,15,5,17,e log v,linearithmic,efficient,KruskalsMinimumSpanningTreeAlgorithmGreedyAlgo2GeeksforGeeks-1.java
372,2,0,0,4,0,0,0,0,0,0,0,7,2,4,2,7,n log n,linearithmic,efficient,LongestIncreasingSubsequenceDP3GeeksforGeeks-2.java
373,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,log n,logarithmic,efficient,PositionofrightmostsetbitGeeksforGeeks-2.java
374,2,0,0,7,0,0,0,0,0,0,0,0,0,16,4,15,log v,logarithmic,efficient,PrimsMSTforAdjacencyListRepresentationGreedyAlgo6GeeksforGeeks-1.java
375,4,0,0,5,0,0,0,0,0,0,0,1,2,8,5,19,8^(n^2,exponential,inefficient,TheKnightstourproblemBacktracking1GeeksforGeeks-1.java
376,3,2,0,4,0,0,0,0,0,0,0,0,3,10,3,13,n2,quadratic,inefficient,ZalgorithmLineartimepatternsearchingAlgorithmGeeksforGeeks-1.java
377,1,0,0,2,0,0,0,1,0,0,0,0,2,5,2,7,n^2,quadratic,inefficient,LongestEvenLengthSubstringsuchthatSumofFirstandSecondHalfissameGeeksforGeeks-4.java
378,3,0,0,4,0,0,0,0,0,0,0,0,3,12,2,15,n^3,polynomial,inefficient,BooleanParenthesizationProblemDP37GeeksforGeeks-1.java
379,10,0,0,2,0,0,0,0,0,0,0,0,0,6,2,20,n,linear,efficient,CheckagivensentenceforagivensetofsimplegrammarrulesGeeksforGeeks-1.java
380,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,4,log n,logarithmic,efficient,CountsetbitsinanintegerGeeksforGeeks-8.java
381,5,0,0,2,0,0,0,1,0,0,0,0,2,5,3,13,mn,polynomial,inefficient,EditDistanceDP5GeeksforGeeks-2.java
382,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,log n,logarithmic,efficient,Findwhetheragivennumberisapowerof4ornotGeeksforGeeks-5.java
383,4,0,0,6,0,0,0,0,0,0,0,0,4,6,2,20,n,linear,efficient,MobileNumericKeypadProblemGeeksforGeeks-2.java
384,3,0,0,2,0,0,0,1,0,0,0,0,2,5,2,8,mn,polynomial,inefficient,ShortestCommonSupersequenceGeeksforGeeks-3.java
385,7,1,0,1,0,0,0,0,0,0,0,0,0,8,4,20,|num1|,linear,efficient,Writeaprogramtoaddtwonumbersinbase14GeeksforGeeks-1.java
386,1,0,0,2,0,0,0,1,0,0,0,0,2,3,3,7,n*k,quadratic,inefficient,BinomialCoefficientDP9GeeksforGeeks-2.java
387,2,0,0,1,0,0,0,0,0,0,0,0,0,7,2,4,mn,polynomial,inefficient,GiventwostringsfindiffirststringisasubsequenceofsecondGeeksforGeeks-3.java
388,2,0,0,3,0,0,0,0,0,0,0,0,0,7,2,10,n+k,linear,efficient,BinomialCoefficientDP9GeeksforGeeks-7.java
389,2,0,0,3,0,0,0,0,1,0,0,0,0,8,3,10,n log n,linearithmic,efficient,CombSortGeeksforGeeks-1.java
390,3,0,0,1,2,0,0,0,0,0,0,0,0,6,2,9,n,linear,efficient,LinearSearchGeeksforGeeks-2.java
391,5,0,0,8,0,0,0,0,0,0,0,1,2,14,5,19,v+e,linear,efficient,CheckifagraphisstronglyconnectedSet1KosarajuusingDFSGeeksforGeeks-1.java
392,2,0,0,2,0,0,0,0,0,1,0,0,0,6,2,9,n,linear,efficient,FindtheNumberOccurringOddNumberofTimesGeeksforGeeks-2.java
393,2,0,0,5,0,0,0,0,0,0,0,0,2,12,4,12,e log v,linearithmic,efficient,PrimsMinimumSpanningTreeMSTGreedyAlgo5GeeksforGeeks-1.java
394,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,constant,efficient,1001.java
395,1,1,0,1,0,0,0,0,0,0,0,0,0,3,1,5,1,constant,efficient,1100.java
396,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,constant,efficient,1101.java
397,0,0,0,1,0,0,0,0,0,0,0,3,0,6,2,3,1,constant,efficient,1102.java
398,11,4,0,0,0,0,0,0,0,0,0,0,0,7,1,26,1,constant,efficient,1103.java
399,6,0,0,3,0,0,0,0,1,0,0,1,0,13,11,25,1,constant,efficient,1104.java
400,2,0,0,3,0,0,0,0,0,0,0,0,0,9,6,11,1,constant,efficient,1105.java
401,0,0,0,5,0,0,0,2,0,0,0,0,2,12,8,12,1,constant,efficient,1106.java
402,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1,0,1,constant,efficient,1107.java
403,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,constant,efficient,1108.java
404,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,constant,efficient,1109.java
405,4,0,0,1,0,0,0,1,0,0,0,0,0,6,1,10,1,constant,efficient,1110.java
406,10,0,0,2,0,0,0,1,0,0,0,0,0,9,8,30,1,constant,efficient,1111.java
407,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,constant,efficient,1112.java
408,9,1,0,22,0,0,0,1,0,1,1,1,2,34,21,66,1,constant,efficient,1113.java
409,2,2,0,1,0,0,0,0,0,0,0,0,0,6,6,15,1,constant,efficient,1114.java
410,10,1,0,6,0,0,0,6,0,0,0,2,0,13,17,49,1,constant,efficient,1115.java
411,3,3,0,0,0,0,0,2,0,0,0,0,0,4,1,9,1,constant,efficient,1116.java
412,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1,constant,efficient,1117.java
413,1,1,0,0,0,0,0,1,0,0,0,0,0,6,2,4,1,constant,efficient,1118.java
414,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1,2,1,constant,efficient,1119.java
415,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,constant,efficient,1120.java
416,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,constant,efficient,1121.java
417,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,constant,efficient,1122.java
418,2,0,0,1,1,0,0,0,0,0,0,0,0,4,1,5,1,constant,efficient,1123.java
419,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,5,1,constant,efficient,1124.java
420,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,constant,efficient,1125.java
421,0,0,0,5,0,0,0,0,0,0,0,0,2,8,8,12,1,constant,efficient,1126.java
422,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,1,1,constant,efficient,1127.java
423,0,0,0,2,0,0,0,2,0,0,0,0,0,8,8,15,1,constant,efficient,1128.java
424,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,2,1,constant,efficient,1129.java
425,0,0,0,4,0,0,0,0,0,0,0,0,0,9,8,13,1,constant,efficient,1130.java
426,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1,constant,efficient,1131.java
427,7,1,0,0,0,0,0,0,0,0,0,1,0,8,5,18,1,constant,efficient,1132.java
428,1,0,0,1,0,0,0,0,0,0,0,0,0,9,5,8,1,constant,efficient,1133.java
429,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,constant,efficient,1134.java
430,3,0,0,4,0,0,0,0,0,0,0,2,0,11,9,23,1,constant,efficient,1135.java
431,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,10,1,constant,efficient,1136.java
432,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,1,constant,efficient,1137.java
433,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,1,constant,efficient,1138.java
434,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,1,constant,efficient,1139.java
435,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,constant,efficient,1140.java
436,3,1,0,1,0,0,0,0,0,0,0,1,0,3,5,15,1,constant,efficient,1141.java
437,2,2,0,1,0,0,0,0,0,0,0,0,0,6,6,15,1,constant,efficient,1142.java
438,7,0,0,1,0,0,0,0,0,0,0,1,0,10,10,27,1,constant,efficient,1143.java
439,5,2,0,1,0,0,0,0,0,0,0,1,0,7,6,16,1,constant,efficient,1144.java
440,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4,7,1,constant,efficient,1145.java
441,6,6,0,1,0,0,0,0,0,0,0,0,0,5,8,30,1,constant,efficient,1146.java
442,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,constant,efficient,1147.java
443,12,0,0,21,1,0,0,0,0,0,0,0,2,35,23,93,1,constant,efficient,1148.java
444,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,constant,efficient,1149.java
445,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,constant,efficient,1150.java
446,1,1,0,1,0,0,0,0,0,0,0,0,0,6,4,9,1,constant,efficient,1151.java
447,6,3,0,1,0,0,0,0,0,0,0,1,0,3,9,20,1,constant,efficient,1152.java
448,2,0,0,1,1,0,0,0,0,0,0,1,0,6,4,11,1,constant,efficient,1153.java
449,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,constant,efficient,1154.java
450,4,3,0,0,0,0,0,0,0,0,0,0,0,4,1,10,1,constant,efficient,1155.java
451,5,5,0,0,0,0,0,0,0,0,0,0,0,14,1,15,1,constant,efficient,1156.java
452,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,1,constant,efficient,1173.java
453,4,1,0,6,0,0,0,0,0,0,0,1,0,7,18,37,1,constant,efficient,1175.java
454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,constant,efficient,1176.java
455,2,0,0,3,0,0,0,0,0,0,0,1,0,10,6,13,1,constant,efficient,1177.java
456,2,0,0,6,0,0,0,1,0,0,0,0,5,13,1,13,1,constant,efficient,1180.java
457,8,2,0,1,0,0,0,0,0,0,0,1,0,9,10,32,1,constant,efficient,1181.java
458,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,constant,efficient,1182.java
459,21,2,0,16,0,0,0,0,0,0,0,1,0,35,17,86,1,constant,efficient,1183.java
460,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,constant,efficient,1184.java
461,21,2,0,6,0,0,0,20,0,0,0,1,0,52,32,87,1,constant,efficient,1185.java
462,2,0,0,7,0,0,0,0,0,0,0,0,2,19,8,19,1,constant,efficient,1186.java
463,3,0,0,3,0,0,0,0,0,1,0,1,0,11,8,20,1,constant,efficient,1187.java
464,3,0,0,3,0,0,0,0,0,1,0,1,0,11,8,20,1,constant,efficient,1188.java
465,0,0,0,1,0,0,0,0,0,0,0,0,0,7,5,7,1,constant,efficient,1189.java
466,1,1,0,1,0,0,0,0,0,0,0,0,0,6,4,9,1,constant,efficient,1190.java
467,2,1,0,1,0,0,0,0,0,0,0,1,0,5,5,11,1,constant,efficient,1191.java
468,5,0,0,6,0,0,0,0,0,1,0,0,2,13,4,23,1,constant,efficient,1192.java
469,1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,constant,efficient,1193.java
470,1,0,0,2,0,0,0,0,0,0,0,0,0,7,8,14,1,constant,efficient,1194.java
471,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,constant,efficient,1195.java
472,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,1,constant,efficient,1196.java
473,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,1,constant,efficient,1197.java
474,5,0,0,5,0,0,0,0,0,0,0,0,0,14,6,26,1,constant,efficient,1198.java
475,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,constant,efficient,1199.java
476,2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,5,1,constant,efficient,1200.java
477,7,0,0,5,0,0,0,0,0,0,0,0,0,14,6,28,1,constant,efficient,1201.java
478,3,0,0,6,0,0,0,1,0,0,0,0,3,17,3,15,1,constant,efficient,1202.java
479,6,1,0,8,0,0,0,1,0,0,1,1,3,22,8,32,1,constant,efficient,1203.java
480,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,constant,efficient,1204.java
481,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,constant,efficient,1205.java
482,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,1,constant,efficient,1206.java
483,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,constant,efficient,1207.java
484,10,0,0,0,0,0,0,0,0,0,0,0,0,24,2,31,1,constant,efficient,1208.java
485,3,0,0,6,0,0,0,4,0,0,0,1,0,10,8,26,1,constant,efficient,1209.java
486,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,constant,efficient,1210.java
487,17,0,0,8,0,0,0,0,0,0,0,1,2,36,17,90,1,constant,efficient,1211.java
488,3,1,0,1,0,0,0,0,0,0,0,1,0,2,9,13,1,constant,efficient,1213.java
489,9,1,0,12,0,1,0,1,0,1,1,2,2,30,17,49,1,constant,efficient,1214.java
490,1,0,0,5,0,0,0,0,0,0,0,0,2,9,8,13,1,constant,efficient,1215.java
491,5,0,0,1,0,0,0,0,0,0,0,0,0,3,4,13,1,constant,efficient,172.java
492,2,0,0,0,0,0,0,0,0,0,0,2,0,1,4,5,1,constant,efficient,217.java
493,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17,1,constant,efficient,492.java
494,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,constant,efficient,600.java
495,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,constant,efficient,601.java
496,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,constant,efficient,602.java
497,2,0,0,0,0,0,0,2,0,0,0,0,0,6,1,4,1,constant,efficient,615.java
498,1,1,0,1,0,0,0,0,0,0,0,0,0,10,6,12,1,constant,efficient,616.java
499,0,0,0,2,0,0,0,2,0,0,0,0,0,2,3,5,1,constant,efficient,619.java
500,3,0,0,1,0,0,0,0,0,0,0,0,0,4,3,7,1,constant,efficient,63.java
501,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,7,1,constant,efficient,643.java
502,5,0,0,1,0,0,0,0,0,0,0,0,0,2,7,19,1,constant,efficient,644.java
503,6,0,0,0,0,0,0,2,0,0,0,0,0,10,2,10,1,constant,efficient,645.java
504,6,2,0,4,0,0,0,3,1,0,0,0,2,14,2,19,1,constant,efficient,646.java
505,24,5,0,5,2,0,0,0,1,0,0,1,0,12,8,72,1,constant,efficient,647.java
506,24,0,0,1,0,0,0,0,0,0,0,0,0,14,1,34,1,constant,efficient,648.java
507,6,3,0,0,0,0,0,0,0,0,0,0,0,2,1,15,1,constant,efficient,718.java
508,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,2,1,constant,efficient,733.java
509,10,0,0,2,0,0,0,4,0,0,0,1,0,17,10,35,1,constant,efficient,743.java
510,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,constant,efficient,745.java
511,3,1,0,2,0,0,0,0,0,0,0,1,0,10,8,17,1,constant,efficient,757.java
512,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,constant,efficient,766.java
513,2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,constant,efficient,775.java
514,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,constant,efficient,780.java
515,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,1,constant,efficient,781.java
516,4,2,0,2,0,0,0,4,0,0,0,0,0,34,10,28,1,constant,efficient,782.java
517,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,constant,efficient,791.java
518,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,1,constant,efficient,802.java
519,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,1,constant,efficient,804.java
520,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,8,1,constant,efficient,813.java
521,4,0,0,1,0,0,0,1,0,0,0,0,0,14,2,10,1,constant,efficient,816.java
522,4,1,1,3,4,0,0,0,0,0,0,1,0,11,7,22,1,constant,efficient,830.java
523,0,0,0,5,0,0,0,2,0,0,0,0,2,12,8,12,1,constant,efficient,832.java
524,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,constant,efficient,835.java
525,6,1,0,0,0,0,0,0,0,0,0,0,0,4,1,10,1,constant,efficient,842.java
526,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,1,constant,efficient,858.java
527,2,0,0,1,0,0,0,0,0,0,0,0,0,4,6,13,1,constant,efficient,868.java
528,2,1,0,6,0,0,0,1,0,0,0,0,4,10,2,15,1,constant,efficient,878.java
529,2,0,0,5,0,0,0,0,0,0,0,0,2,8,8,14,1,constant,efficient,889.java
530,6,0,0,3,0,0,0,0,0,1,0,0,0,10,6,25,1,constant,efficient,910.java
531,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,constant,efficient,923.java
532,26,4,0,10,0,0,0,0,0,0,0,1,2,23,22,104,1,constant,efficient,925.java
533,16,2,0,7,0,0,0,24,0,0,0,1,2,50,12,61,1,constant,efficient,931.java
534,0,0,0,5,0,0,0,0,0,0,0,0,2,8,8,12,1,constant,efficient,995.java
535,21,0,0,15,0,0,0,0,1,0,0,1,0,34,21,87,1,constant,efficient,996.java
536,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,constant,efficient,262.java
537,5,0,0,1,0,0,1,0,0,0,0,2,0,5,3,13,logn,logarithmic,efficient,111.java
538,10,1,0,2,0,0,0,0,0,0,0,0,0,15,6,38,logn,logarithmic,efficient,1157.java
539,7,3,0,3,0,0,0,0,0,0,0,1,2,8,7,33,logn,logarithmic,efficient,1158.java
540,5,0,0,1,0,0,0,0,0,0,0,0,0,6,1,10,logn,logarithmic,efficient,1159.java
541,16,0,0,7,0,0,0,0,0,0,0,1,0,22,12,61,logn,logarithmic,efficient,1160.java
542,10,1,0,2,0,0,0,0,0,0,0,0,0,15,6,38,logn,logarithmic,efficient,1161.java
543,12,3,0,2,0,0,0,0,0,0,0,0,0,15,6,44,logn,logarithmic,efficient,1162.java
544,5,2,0,2,1,0,0,0,0,0,0,0,0,12,6,25,logn,logarithmic,efficient,1164.java
545,5,3,0,3,0,0,0,0,0,0,0,1,0,6,9,26,logn,logarithmic,efficient,1165.java
546,4,1,0,2,0,0,0,0,0,0,0,1,0,12,7,18,logn,logarithmic,efficient,1166.java
547,4,1,0,1,0,0,0,0,0,0,0,0,0,6,1,9,logn,logarithmic,efficient,1168.java
548,3,0,0,2,0,0,0,0,0,0,0,0,0,7,3,10,logn,logarithmic,efficient,1169.java
549,3,0,0,1,0,0,0,0,0,0,0,0,0,7,2,6,logn,logarithmic,efficient,1170.java
550,3,1,0,1,0,0,0,0,0,0,0,1,0,12,4,16,logn,logarithmic,efficient,1171.java
551,7,1,0,0,0,0,0,0,0,0,0,2,0,5,2,16,logn,logarithmic,efficient,125.java
552,6,0,0,0,0,0,0,0,0,0,0,2,0,5,3,14,logn,logarithmic,efficient,127.java
553,5,3,0,1,0,0,5,0,0,0,0,2,0,2,4,22,logn,logarithmic,efficient,1500.java
554,5,1,0,0,0,0,0,2,0,0,0,1,0,7,2,14,logn,logarithmic,efficient,1501.java
555,4,2,0,1,0,0,0,3,0,0,0,1,0,13,2,16,logn,logarithmic,efficient,1502.java
556,4,2,0,2,0,0,0,0,0,0,0,0,0,8,3,18,logn,logarithmic,efficient,1503.java
557,7,1,0,0,0,0,0,0,0,0,0,2,0,5,2,16,logn,logarithmic,efficient,1504.java
558,7,1,0,0,0,0,0,0,0,0,0,2,0,2,3,19,logn,logarithmic,efficient,1505.java
559,2,1,0,1,0,0,0,0,0,0,0,2,0,5,2,9,logn,logarithmic,efficient,1506.java
560,4,3,0,1,0,0,0,0,0,0,0,0,0,14,2,15,logn,logarithmic,efficient,1507.java
561,3,1,0,2,0,0,1,0,0,0,0,0,0,3,4,16,logn,logarithmic,efficient,1508.java
562,10,6,0,2,0,0,0,0,0,0,0,5,0,10,3,34,logn,logarithmic,efficient,1509.java
563,5,2,0,2,0,0,0,0,0,0,0,0,0,11,4,22,logn,logarithmic,efficient,1510.java
564,4,1,0,1,0,0,0,0,0,0,0,0,0,9,2,13,logn,logarithmic,efficient,1511.java
565,2,1,0,1,0,0,0,0,0,0,0,0,0,5,2,9,logn,logarithmic,efficient,1512.java
566,3,0,0,0,0,0,0,0,0,0,0,2,0,3,2,8,logn,logarithmic,efficient,1513.java
567,2,1,0,1,0,0,0,0,0,0,0,0,0,4,2,9,logn,logarithmic,efficient,1514.java
568,10,0,0,0,0,0,0,0,0,0,0,2,0,3,3,24,logn,logarithmic,efficient,1515.java
569,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,5,logn,logarithmic,efficient,218.java
570,5,0,0,0,0,0,0,0,0,0,0,2,0,3,2,11,logn,logarithmic,efficient,22.java
571,5,0,0,0,0,0,0,0,0,0,0,2,0,19,2,11,logn,logarithmic,efficient,5.java
572,4,0,0,0,0,0,1,0,0,0,0,2,0,6,2,9,logn,logarithmic,efficient,512.java
573,3,0,0,1,0,0,1,0,0,0,0,0,0,7,2,7,logn,logarithmic,efficient,513.java
574,4,0,0,1,0,0,1,0,0,0,0,2,0,2,4,13,logn,logarithmic,efficient,516.java
575,11,0,0,0,0,0,3,0,0,0,0,2,0,6,4,25,logn,logarithmic,efficient,519.java
576,9,0,0,0,0,0,0,2,0,0,0,4,0,6,3,20,logn,logarithmic,efficient,521.java
577,7,1,0,0,0,0,0,0,0,0,0,2,0,5,2,16,logn,logarithmic,efficient,527.java
578,4,0,0,2,0,0,1,0,0,0,0,2,0,8,3,14,logn,logarithmic,efficient,529.java
579,3,0,0,0,0,0,1,0,0,0,0,2,0,3,2,8,logn,logarithmic,efficient,534.java
580,5,0,0,0,0,0,0,0,0,0,0,2,0,3,2,11,logn,logarithmic,efficient,536.java
581,2,0,0,0,0,0,0,0,0,0,0,2,0,3,3,6,logn,logarithmic,efficient,538.java
582,5,0,0,0,0,0,0,0,0,0,0,2,0,19,2,11,logn,logarithmic,efficient,539.java
583,6,0,0,0,0,0,1,0,0,0,0,2,0,6,2,13,logn,logarithmic,efficient,540.java
584,3,0,0,0,0,0,0,0,0,0,0,2,0,4,2,8,logn,logarithmic,efficient,543.java
585,3,0,0,0,0,0,0,0,0,0,0,2,0,4,2,7,logn,logarithmic,efficient,56.java
586,6,0,0,3,0,0,0,0,0,0,0,0,2,15,8,24,logn,logarithmic,efficient,715.java
587,4,0,0,4,1,0,0,0,0,0,0,1,0,8,6,24,logn,logarithmic,efficient,783.java
588,5,0,0,1,0,0,0,0,0,0,0,0,0,6,1,10,logn,logarithmic,efficient,794.java
589,3,2,0,2,0,0,0,0,0,0,0,0,0,10,2,12,logn,logarithmic,efficient,927.java
590,7,0,0,0,0,0,0,0,0,0,0,2,0,8,4,19,logn,logarithmic,efficient,530.java
591,5,5,0,1,0,0,0,0,0,0,0,0,0,5,1,17,logn,logarithmic,efficient,1167.java
592,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,n,linear,efficient,1000.java
593,17,2,0,15,0,0,0,2,0,0,0,1,2,37,18,84,n,linear,efficient,1002.java
594,21,3,0,16,0,0,0,0,0,0,0,1,3,40,20,98,n,linear,efficient,1003.java
595,3,0,0,2,0,0,0,0,0,0,0,0,0,8,1,10,n,linear,efficient,1004.java
596,3,0,0,4,0,0,0,0,0,0,0,0,0,8,1,13,n,linear,efficient,1005.java
597,3,0,0,2,0,0,0,0,0,0,0,0,0,7,1,10,n,linear,efficient,1006.java
598,13,3,0,15,0,0,0,2,0,0,0,1,2,45,18,77,n,linear,efficient,1007.java
599,16,2,0,16,0,0,0,1,0,0,0,1,3,45,20,90,n,linear,efficient,1008.java
600,3,1,0,3,0,0,0,0,0,0,0,0,0,7,2,10,n,linear,efficient,1009.java
601,7,0,0,5,4,0,0,0,0,0,0,0,0,3,2,26,n,linear,efficient,101.java
602,1,1,0,5,0,0,0,2,0,0,0,1,0,18,10,21,n,linear,efficient,1010.java
603,7,5,0,6,1,0,0,0,0,0,0,0,0,27,5,32,n,linear,efficient,1011.java
604,3,0,0,5,1,0,0,1,0,0,0,1,0,14,9,24,n,linear,efficient,1012.java
605,5,0,0,5,0,0,1,1,0,0,0,1,3,12,8,25,n,linear,efficient,1021.java
606,2,0,0,3,0,0,0,2,0,0,0,0,3,7,1,9,n,linear,efficient,1022.java
607,2,0,0,2,0,0,0,1,0,0,0,0,2,10,1,8,n,linear,efficient,1023.java
608,11,3,0,4,0,0,1,0,0,0,0,1,0,13,9,37,n,linear,efficient,1025.java
609,1,0,0,2,0,0,0,0,0,0,0,0,0,5,1,5,n,linear,efficient,1026.java
610,4,0,0,4,1,0,0,0,0,0,0,0,0,10,1,11,n,linear,efficient,1027.java
611,9,5,0,5,0,0,0,0,0,0,0,0,0,9,6,44,n,linear,efficient,1028.java
612,3,0,0,4,0,0,0,0,0,0,0,0,0,9,1,14,n,linear,efficient,1029.java
613,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,2,n,linear,efficient,106.java
614,4,0,0,3,0,0,0,0,0,0,0,0,0,7,2,11,n,linear,efficient,109.java
615,2,0,0,3,0,0,0,0,0,0,0,0,2,7,2,8,n,linear,efficient,268.java
